hash,date,bug,review,lines_added,lines_removed,num_revisions,time_uploaded,time_pushed,is_unittested,is_unittest_only,num_msg,time_plus2,num_unresolved_comments,assigned_category,manual_category,researcher1,researcher2,researcher2_category,final_category,disagreement,num_comments
81ece683a4f82c8a3b096e050c1122db22d224c3,2018-06-12,crbug.com/844079,https://chromium-review.googlesource.com/1096895,3,0,3,2018-06-12 07:44:53,2018-06-15 22:27:20,FALSE,FALSE,28,2018-06-15 00:17:12,0,Bug,RFE,Yitong,Neil,RFE,RFE,FALSE,2
4cc3a78f16cd7344410e67ad55885a6f79776cf3,2018-07-26,crbug.com/868411,https://chromium-review.googlesource.com/1152352,1,0,3,2018-07-26 22:33:22,2018-08-02 21:00:30,FALSE,FALSE,30,2018-08-01 01:14:16,0,Bug,BUG,Yitong,Neil,BUG,BUG,FALSE,5
bc50a8041ce7ba94ba055e9e4239864903d594ab,2017-12-19,crbug.com/793326,https://chromium-review.googlesource.com/832485,2,0,4,2017-12-19 10:55:33,2018-01-26 03:25:28,FALSE,FALSE,22,2018-01-25 17:20:32,0,Bug,RFE,Yitong,Neil,RFE,RFE,FALSE,0
522ee63fea99f34067750683579c8f9a4aa82ebd,2018-03-20,crbug.com/823603,https://chromium-review.googlesource.com/970187,20,0,2,2018-03-20 05:22:42,2018-03-28 00:12:01,FALSE,FALSE,13,2018-03-21 09:09:59,0,NULL,NULL,Yitong,Neil,NULL,NULL,FALSE,3
2d059230fecac76034859e1dd8bcaabb22d64932,2018-02-20,crbug.com/809616,https://chromium-review.googlesource.com/926711,0,2,2,2018-02-20 18:05:17,2018-02-23 07:55:26,FALSE,FALSE,12,2018-02-22 02:18:58,0,Task,REFAC,Yitong,Neil,REFAC,REFAC,FALSE,0
b0939d4bb0074d874303080f77b06e2282d05232,2018-03-07,crbug.com/757625,https://chromium-review.googlesource.com/956669,7,0,5,2018-03-09 00:09:43,2018-03-13 20:05:29,FALSE,FALSE,22,2018-03-12 19:29:57,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,2
8a6739989686d18e0393623715ac32af33026165,2017-11-15,crbug.com/684679,https://chromium-review.googlesource.com/771630,33,5,7,2017-11-15 11:57:55,2017-11-25 04:31:36,FALSE,FALSE,62,2017-11-24 14:06:10,3,Bug,BUG,Yitong,Neil,BUG,BUG,FALSE,67
8a6739989686d18e0393623715ac32af33026165,2017-11-15,crbug.com/782695,https://chromium-review.googlesource.com/771630,33,5,7,2017-11-15 11:57:55,2017-11-25 04:31:36,FALSE,FALSE,62,2017-11-24 14:06:10,3,Bug,RFE,Yitong,Neil,RFE,RFE,FALSE,67
185a519a18bc35f05f2744f75ceed814aac8ed73,2017-11-29,crbug.com/780575,https://chromium-review.googlesource.com/797359,1,0,1,2017-11-29 18:34:20,2017-11-30 09:14:48,FALSE,FALSE,12,2017-11-29 21:38:28,0,Bug,IMPR,Yitong,Neil,IMPR,IMPR,FALSE,0
d26505f787c54f4ebbb57de601e90429052e9a77,2018-06-12,crbug.com/211405,https://chromium-review.googlesource.com/1097538,0,4,1,2018-06-12 18:26:32,2018-06-13 20:01:23,FALSE,FALSE,13,2018-06-12 18:47:27,0,NULL,NULL,Yitong,Neil,NULL,NULL,FALSE,0
ca6b579ce1ca1fccdbf7b169acb5ccf807a3cc07,2018-03-07,crbug.com/753596,https://chromium-review.googlesource.com/976981,2,0,1,2018-03-22 23:33:22,2018-03-27 14:12:46,FALSE,FALSE,13,2018-03-27 06:36:56,0,Task,BUG,Yitong,Neil,BUG,BUG,FALSE,0
d988392cd635e96ac5257ef69ce37dc92ff685a1,2018-03-23,crbug.com/822902,https://chromium-review.googlesource.com/978869,2,0,1,2018-03-23 21:52:49,2018-03-26 21:41:46,FALSE,FALSE,14,2018-03-23 22:00:42,0,Bug,RFE,Yitong,Neil,RFE,RFE,FALSE,0
3e8fce76a0a666f43fa35bb58778e23148859d83,2018-03-18,crbug.com/782499,https://chromium-review.googlesource.com/967901,46,0,2,2018-03-18 04:45:15,2018-04-09 04:46:33,FALSE,FALSE,34,2018-04-05 16:54:47,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,7
50abecf4d287808f845876d1d52fed27b4cfa36c,2017-10-25,crbug.com/778449,https://chromium-review.googlesource.com/740664,41,0,2,2017-10-26 22:01:47,2017-10-27 03:21:36,FALSE,FALSE,12,2017-10-26 22:38:46,1,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,2
ef1cd665e97c80aeb8647b7913d08be817f6a8b5,2018-06-22,crbug.com/852457,https://chromium-review.googlesource.com/1112876,13,0,4,2018-06-23 02:32:53,2018-06-30 05:03:17,FALSE,FALSE,15,2018-06-29 16:45:49,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,4
766adf70d23e0812946069c25d92eaa9485d3fa6,2017-09-07,crbug.com/762328,https://chromium-review.googlesource.com/655812,10,0,1,2017-09-07 20:27:17,2017-09-08 04:22:39,FALSE,FALSE,7,2017-09-07 20:45:52,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,0
35c5617a318aae8345d9878dc7ad58263a8daa04,2017-09-11,crbug.com/763198,https://chromium-review.googlesource.com/661180,0,2,1,2017-09-11 18:29:35,2017-09-12 11:19:57,FALSE,FALSE,10,2017-09-11 20:10:25,0,Bug,REFAC,Yitong,Neil,REFAC,REFAC,FALSE,0
f79b004b438d633e8692de994fd826977182c659,2018-03-15,crbug.com/758837,https://chromium-review.googlesource.com/965012,1,4,2,2018-03-15 21:50:59,2018-03-19 21:19:36,FALSE,FALSE,10,2018-03-18 00:53:47,0,Task,REFAC,Yitong,Neil,REFAC,REFAC,FALSE,0
3aa1cd231434af76c59a6a1075c15042d9b4fdb8,2017-09-08,crbug.com/763198,https://chromium-review.googlesource.com/658149,0,1,1,2017-09-08 23:16:34,2017-09-09 09:26:35,FALSE,FALSE,12,2017-09-08 23:39:54,0,Bug,REFAC,Yitong,Neil,REFAC,REFAC,FALSE,0
7463590371b38436a5da6e79159a361045fe17be,2018-01-10,crbug.com/800748,https://chromium-review.googlesource.com/859766,0,4,3,2018-01-10 13:35:13,2018-01-19 01:42:30,FALSE,FALSE,49,2018-01-17 14:43:32,0,Bug,REFAC,Yitong,Neil,REFAC,REFAC,FALSE,0
6e2e08d720aa4b49a0daacc1cea2d1c5374b5307,2018-07-13,crbug.com/793314,https://chromium-review.googlesource.com/1136035,1,0,2,2018-07-13 07:02:31,2018-08-03 13:29:21,FALSE,FALSE,20,2018-08-01 09:18:23,0,Bug,REFAC,Yitong,Neil,REFAC,REFAC,FALSE,0
300e00535d7537b3f663257544ec40c187e0aa66,2018-05-07,crbug.com/806788,https://chromium-review.googlesource.com/1046205,33,4,2,2018-05-06 23:54:08,2018-05-12 14:20:50,FALSE,FALSE,13,2018-05-10 03:18:04,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,0
c8e89d765967393ef552d54e8fa1879f0da77e9b,2018-06-20,crbug.com/854908,https://chromium-review.googlesource.com/1114125,7,0,1,2018-06-25 20:22:42,2018-06-26 19:52:22,FALSE,FALSE,14,2018-06-26 03:38:20,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,0
e158d044e7994233e17fb7765ea9d02c49eeaa90,2018-07-03,crbug.com/836091,https://chromium-review.googlesource.com/1123968,0,153,1,2018-07-03 03:57:18,2018-07-17 06:03:32,FALSE,FALSE,20,2018-07-16 02:35:42,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,0
21d3916859025c8855ed8b26bf21437d66799fe9,2018-01-11,crbug.com/801177,https://chromium-review.googlesource.com/862985,2,0,1,2018-01-12 01:11:22,2018-01-12 11:29:40,FALSE,FALSE,13,2018-01-12 01:49:16,0,Bug,RFE,Yitong,Neil,RFE,RFE,FALSE,0
b72de16bd2929f1bacee3644c56ecdbba95b36ae,2018-05-02,crbug.com/838860,https://chromium-review.googlesource.com/1041692,14,0,4,2018-05-03 08:41:29,2018-05-05 03:41:31,FALSE,FALSE,27,2018-05-03 21:03:31,0,NULL,NULL,Yitong,Neil,NULL,NULL,FALSE,8
59ce8e9eaf7c2a101c7bc808258defe472f78ec2,2018-05-21,crbug.com/836246,https://chromium-review.googlesource.com/1067640,15,1,4,2018-05-21 19:42:12,2018-05-22 19:56:42,FALSE,FALSE,26,2018-05-21 21:53:47,1,NULL,NULL,Yitong,Neil,NULL,NULL,FALSE,7
70713ae1acd570407438218800ac7b30c7919319,2018-01-23,crbug.com/757625,https://chromium-review.googlesource.com/882389,13,0,1,2018-01-23 23:15:01,2018-01-27 02:17:22,FALSE,FALSE,14,2018-01-24 21:50:29,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,2
275e3c2b768429d6a584a33cfd0bd243b2ca9f33,2017-09-22,crbug.com/749161,https://chromium-review.googlesource.com/679096,0,2,2,2017-09-22 18:23:23,2017-09-25 22:53:35,FALSE,FALSE,14,2017-09-22 19:14:46,0,Task,REFAC,Yitong,Neil,REFAC,REFAC,FALSE,0
74840bb56e03ca30d78b9e05fcd9418b9de95df8,2018-01-21,crbug.com/796186,https://chromium-review.googlesource.com/877939,3,1,2,2018-01-21 14:17:04,2018-01-25 04:26:27,FALSE,FALSE,18,2018-01-24 10:56:35,0,Bug,RFE&REFAC,Yitong,Neil,REFAC,REFAC,TRUE,2
64cfca5e6049ef70e9145c93df51ce68535613bb,2018-05-21,crbug.com/725692,https://chromium-review.googlesource.com/1068132,2,2,4,2018-05-21 23:50:35,2018-05-23 08:26:30,FALSE,FALSE,22,2018-05-22 18:37:29,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,5
3126ff3135408456c3b081820a58e749f58d2989,2018-03-27,crbug.com/824667,https://chromium-review.googlesource.com/982052,20,0,3,2018-03-27 12:05:39,2018-03-29 12:38:48,FALSE,FALSE,26,2018-03-28 14:09:28,0,NULL,NULL,Yitong,Neil,NULL,NULL,FALSE,12
d801687ad3db853f79163b56307876f558cdbd35,2018-05-04,crbug.com/825010,https://chromium-review.googlesource.com/1045140,9,0,1,2018-05-04 21:05:42,2018-05-08 03:46:57,FALSE,FALSE,27,2018-05-05 12:05:23,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,0
10ef1e3de435c0961fd86f0059242ac264e69cb0,2018-08-13,crbug.com/649417,https://chromium-review.googlesource.com/1172729,2,0,2,2018-08-13 16:11:07,2018-08-14 09:14:21,FALSE,FALSE,8,2018-08-13 22:15:18,0,NULL,NULL,Yitong,Neil,NULL,NULL,FALSE,0
e13d3a1736d6b4bc9c21b64de308191d6bb41d05,2018-07-13,crbug.com/863566,https://chromium-review.googlesource.com/1137057,0,1,1,2018-07-13 21:48:55,2018-07-19 19:14:33,FALSE,FALSE,13,2018-07-14 00:17:20,0,Bug,REFAC,Yitong,Neil,REFAC,REFAC,FALSE,0
913b296d41b7cb698a939fe107c233d4324eb102,2018-08-29,crbug.com/757625,https://chromium-review.googlesource.com/1195586,1,0,1,2018-08-29 19:37:59,2018-08-30 21:44:47,FALSE,FALSE,17,2018-08-29 20:37:26,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,0
fb31e7815ff67186a5b275119157f9207f97ab3a,2018-01-17,crbug.com/757625,https://chromium-review.googlesource.com/871650,22,0,6,2018-01-17 21:36:33,2018-01-19 08:30:20,FALSE,FALSE,20,2018-01-17 21:57:03,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,0
98266d9b7cc12f325aefdc8bc345b689a73bf942,2017-12-10,crbug.com/770562,https://chromium-review.googlesource.com/818736,1,0,1,2017-12-10 18:09:21,2017-12-11 13:32:27,FALSE,FALSE,7,2017-12-11 10:53:09,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,0
ac516756ea6ec31a846ce42c34e7c1efdc6c5dcd,2018-08-22,crbug.com/729335,https://chromium-review.googlesource.com/1186024,25,0,4,2018-08-22 23:29:17,2018-08-31 17:11:27,FALSE,FALSE,57,2018-08-23 22:33:28,0,Bug,RFE,Yitong,Neil,RFE,RFE,FALSE,12
cd2ef540974759ed9eaa4397fe93dc46fcaec8e7,2018-06-28,crbug.com/757625,https://chromium-review.googlesource.com/1118615,2,0,3,2018-06-28 15:42:22,2018-07-01 04:18:20,FALSE,FALSE,9,2018-06-30 19:16:52,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,0
6aa2dffd9525b2e288dba8cce217fb92f8221710,2018-01-02,crbug.com/757625,https://chromium-review.googlesource.com/848315,3,2,2,2018-01-03 00:58:55,2018-01-04 22:36:01,FALSE,FALSE,20,2018-01-04 18:33:17,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,0
ce0500d3f730243f7d418c1ad952de57a00e44f2,2018-05-18,crbug.com/842979,https://chromium-review.googlesource.com/1066493,7,1,6,2018-05-18 18:41:48,2018-05-24 07:23:52,FALSE,FALSE,48,2018-05-23 04:27:55,1,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,12
f18962f889c195064bd903eabc2184791a978bf9,2017-10-24,crbug.com/769970,https://chromium-review.googlesource.com/736691,2,0,1,2017-10-24 22:38:17,2017-10-25 19:13:51,FALSE,FALSE,13,2017-10-24 23:25:19,0,NULL,NULL,Yitong,Neil,NULL,NULL,FALSE,0
c58fe543cdc56e4baad1020ea8f74f9864e5040a,2018-07-27,crbug.com/782499,https://chromium-review.googlesource.com/1152627,7,3,3,2018-07-27 03:53:31,2018-08-02 07:20:50,FALSE,FALSE,24,2018-08-01 03:47:08,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,4
3828a1ab6e16e41aa1a97ea02cbe2f9bddf58572,2018-04-06,crbug.com/822467,https://chromium-review.googlesource.com/1000819,36,0,3,2018-04-07 00:30:59,2018-04-11 08:20:09,FALSE,FALSE,26,2018-04-10 19:05:54,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,15
ae36ad9c82704646b50f6fed48a3dbca775b3db9,2018-01-25,crbug.com/765525,https://chromium-review.googlesource.com/887951,0,2,2,2018-01-26 01:59:54,2018-01-31 01:48:25,FALSE,FALSE,12,2018-01-30 18:28:15,0,Bug,REFAC,Yitong,Neil,REFAC,REFAC,FALSE,0
5e6bf1ad40fabd38b7b654a8fdc1f33d23f626e7,2018-03-30,crbug.com/692246,https://chromium-review.googlesource.com/1059859,8,27,1,2018-05-15 22:09:15,2018-05-16 12:08:57,FALSE,FALSE,17,2018-05-16 05:14:45,0,Bug,IMPR,Yitong,Neil,IMPR,IMPR,FALSE,0
9a1d5bc9750bccf0c7517a5e18656e27a2268d23,2018-03-26,crbug.com/818057,https://chromium-review.googlesource.com/982792,1,0,1,2018-03-27 22:42:02,2018-03-28 20:38:17,FALSE,FALSE,11,2018-03-28 05:16:35,0,Bug,RFE,Yitong,Neil,RFE,RFE,FALSE,0
76a6fb539e59835e9d6b8db80679321516d0676a,2017-12-05,crbug.com/769970,https://chromium-review.googlesource.com/809945,1,0,2,2017-12-05 23:20:48,2017-12-06 11:46:14,FALSE,FALSE,14,2017-12-05 23:39:27,0,NULL,NULL,Yitong,Neil,NULL,NULL,FALSE,0
dda94a2b581d7f51de1f139a52fce27c4e3b85d4,2018-02-05,crbug.com/807999,https://chromium-review.googlesource.com/901285,6,1,3,2018-02-05 10:28:33,2018-02-08 12:02:21,FALSE,FALSE,20,2018-02-07 19:21:12,0,Bug,RFE&REFAC,Yitong,Neil,REFAC,RFE,TRUE,0
a5e16421ac96789cc0677cfa49666e16ce3e3199,2017-11-20,crbug.com/605728,https://chromium-review.googlesource.com/780424,6,0,1,2017-11-21 02:21:45,2017-11-22 23:02:39,FALSE,FALSE,14,2017-11-21 02:46:15,0,NULL,NULL,Yitong,Neil,NULL,NULL,FALSE,0
5a7ef3e9ece5516350708ffeab67ef4c56f19c03,2018-03-28,crbug.com/757625,https://chromium-review.googlesource.com/985412,9,0,2,2018-03-28 23:23:54,2018-03-31 02:47:17,FALSE,FALSE,15,2018-03-30 16:17:57,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,2
7a228d98fbfe002c097f78edba8f9b0466873d7f,2017-11-03,crbug.com/707517,https://chromium-review.googlesource.com/753427,1,0,2,2017-11-04 00:13:07,2017-11-04 04:59:43,FALSE,FALSE,9,2017-11-04 00:55:48,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,0
2aad27eb5f821877573914a8ab0227c561b00729,2017-11-07,crbug.com/757625,https://chromium-review.googlesource.com/757869,18,2,3,2017-11-08 00:41:22,2017-11-21 11:24:05,FALSE,FALSE,29,2017-11-14 12:06:21,1,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,6
08d79bd213136ed4a46162a237d466ddaf687db9,2018-06-18,crbug.com/852035,https://chromium-review.googlesource.com/1105484,0,2,1,2018-06-19 00:00:02,2018-06-20 17:28:37,FALSE,FALSE,21,2018-06-19 00:25:30,0,Bug-Regression,BUG,Yitong,Neil,BUG,BUG,FALSE,0
eb8a4f0fa04251ba9550b10decf3bca5ae692e97,2018-07-09,crbug.com/793314,https://chromium-review.googlesource.com/1129141,2,0,2,2018-07-09 15:06:41,2018-07-18 17:26:50,FALSE,FALSE,9,2018-07-17 15:11:47,1,Bug,REFAC,Yitong,Neil,REFAC,REFAC,FALSE,1
20c5f3a897b78a51d9b92695a6f7d6a822304799,2018-02-22,crbug.com/782499,https://chromium-review.googlesource.com/930063,94,0,6,2018-02-22 00:01:19,2018-03-29 06:24:25,FALSE,FALSE,37,2018-03-28 16:50:21,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,20
96e8d9c00b3a71a8247005210b070a1e77cd645e,2018-06-18,crbug.com/625387,https://chromium-review.googlesource.com/1105395,4,0,7,2018-06-18 22:46:39,2018-08-05 19:34:41,FALSE,FALSE,22,2018-08-04 23:19:59,0,Bug,BUG,Yitong,Neil,BUG,BUG,FALSE,0
6fa31182334486858bf6f099af69e04913ace0dc,2018-01-25,crbug.com/805908,https://chromium-review.googlesource.com/886843,31,2,6,2018-01-25 15:39:30,2018-01-30 17:02:54,FALSE,FALSE,36,2018-01-30 13:16:15,1,Bug,BUG&RFE,Yitong,Neil,BUG&RFE,BUG,FALSE,8
ec4fa244a6150505ee606bbcdaa13ae08dce0c0c,2017-04-06,crbug.com/794010,https://chromium-review.googlesource.com/448976,41,0,8,2017-03-02 23:14:40,2018-02-22 03:52:32,FALSE,FALSE,47,2018-02-21 19:15:56,2,NULL,RFE,Yitong,Neil,RFE,RFE,FALSE,8
2eb1591999c70bd6721ee6cc6d87de36064185b0,2018-03-26,crbug.com/725692,https://chromium-review.googlesource.com/981906,14,0,3,2018-03-27 06:53:34,2018-03-28 23:42:45,FALSE,FALSE,28,2018-03-27 21:55:11,0,Feature,RFE,Yitong,Neil,RFE,RFE,FALSE,0
7abb6b1a7e3bc133dd76b1c959a0672de3678049,2018-02-06,crbug.com/809616,https://chromium-review.googlesource.com/904974,0,1,1,2018-02-06 19:05:14,2018-02-14 05:19:47,FALSE,FALSE,11,2018-02-06 19:11:22,0,Task,REFAC,Yitong,Neil,REFAC,REFAC,FALSE,0
6efcf8edae8ca4565482d7103f1958bea84a821b,2018-02-06,crbug.com/806119,https://chromium-review.googlesource.com/905869,7,19,2,2018-02-07 01:33:32,2018-02-08 09:25:58,FALSE,FALSE,10,2018-02-07 21:55:25,0,Bug,RFE,Yitong,Neil,RFE,RFE,FALSE,0
44ce1a4481012687a3dcb2ee37cebfc7e45f0576,2018-03-09,crbug.com/811138,https://chromium-review.googlesource.com/963484,0,3,1,2018-03-14 21:20:08,2018-03-16 00:59:16,FALSE,FALSE,21,2018-03-14 23:39:12,0,NULL,NULL,Yitong,Neil,NULL,NULL,FALSE,0
e20eb915eb1d9777bbcdcffb324ce92014cafa79,2018-02-21,crbug.com/808495,https://chromium-review.googlesource.com/929652,59,16,1,2018-02-21 20:50:26,2018-03-06 02:37:08,TRUE,FALSE,17,2018-03-05 22:00:50,1,Bug,REFAC,colin,Yitong,REFAC,REFAC,FALSE,2
dda79e2d9b306c408172d8aacb2ff3459e3bac6a,2018-06-28,crbug.com/794404,https://chromium-review.googlesource.com/1119573,44,47,5,2018-06-29 01:06:31,2018-07-10 01:00:15,TRUE,FALSE,29,2018-07-03 18:00:23,2,Feature,RFE,colin,Yitong,IMPR,IMPR,FALSE,20
5192fe54e9ea90c3831a4beb799b8f19a9d061d0,2017-08-28,crbug.com/762815,https://chromium-review.googlesource.com/674163,19,0,4,2017-09-20 00:24:18,2017-10-05 01:47:54,FALSE,FALSE,25,2017-10-03 22:11:31,1,Feature,IMPR,colin,Yitong,IMPR,IMPR,FALSE,8
a86b108fc604d296edbd3f6c158a17175ef6f9fe,2018-03-08,crbug.com/820243,https://chromium-review.googlesource.com/955679,29,8,2,2018-03-08 23:55:45,2018-03-23 21:56:12,TRUE,FALSE,12,2018-03-23 03:03:26,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,0
cdeb6e60ad4837afff97a370b6ea39dc98146a36,2017-10-11,crbug.com/768461,https://chromium-review.googlesource.com/713540,45,35,9,2017-10-11 22:00:01,2017-11-01 00:35:05,TRUE,FALSE,27,2017-10-31 19:50:52,0,Bug,IMPR,colin,Yitong,RFE,RFE,TRUE,11
5a0a82c9aa2148a79b1909cec31a6649c2dfd99f,2018-07-16,crbug.com/858621,https://chromium-review.googlesource.com/1138983,392,0,16,2018-07-16 21:41:07,2018-08-07 08:59:44,TRUE,FALSE,44,2018-08-06 07:01:39,1,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,87
667cf7b5b3d02cb38b786760c6c1764dfc758b85,2018-07-25,crbug.com/807976,https://chromium-review.googlesource.com/1150737,45,81,5,2018-07-25 21:41:31,2018-07-31 23:43:07,TRUE,FALSE,21,2018-07-30 18:15:30,0,Bug,IMPR,colin,Yitong,IMPR,IMPR,FALSE,2
77d7cbcef1ca1afd36720ec7ec74039b5445101e,2018-02-07,crbug.com/810184,https://chromium-review.googlesource.com/907223,27,12,2,2018-02-08 00:43:15,2018-02-09 07:50:05,TRUE,FALSE,15,2018-02-08 21:33:16,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,2
baacb98b3031ebcbd81a788bf5bf054c69353320,2018-02-20,crbug.com/814090,https://chromium-review.googlesource.com/927827,74,1,9,2018-02-21 02:24:20,2018-04-03 19:51:24,FALSE,FALSE,37,2018-03-29 17:02:32,8,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,22
d4bc462dc64e6ca07958e84a1ebca5ff97dbea4b,2018-08-30,crbug.com/878736,https://chromium-review.googlesource.com/1198533,24,22,1,2018-08-31 09:38:36,2018-08-31 22:11:00,TRUE,FALSE,9,2018-08-31 18:16:44,0,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,0
abe4a775df7e9b7b8f09094988f6f1b42acc05a3,2018-07-26,crbug.com/867815,https://chromium-review.googlesource.com/1151902,9,30,3,2018-07-26 18:46:30,2018-07-27 19:15:30,TRUE,FALSE,27,2018-07-26 20:32:19,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,2
ba51c3f54c88170d562c6e3af3f4820ee47aeb68,2018-04-25,crbug.com/814830,https://chromium-review.googlesource.com/932123,255,43,23,2018-02-22 18:34:21,2018-05-10 22:16:31,TRUE,FALSE,72,2018-05-09 18:00:33,2,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,43
8ad22ba0765dc6351bfd59da8c43e06476b56c01,2017-10-11,crbug.com/768461,https://chromium-review.googlesource.com/713539,46,0,7,2017-10-11 22:00:01,2017-10-24 22:33:20,TRUE,FALSE,26,2017-10-23 22:44:50,2,Bug,IMPR,colin,Yitong,RFE,RFE,TRUE,9
ffb6d804bfeb671a793f781d17cd305499e83eef,2018-03-30,crbug.com/825065,https://chromium-review.googlesource.com/988296,6,2,3,2018-03-30 18:47:59,2018-04-03 23:15:47,FALSE,FALSE,15,2018-03-30 19:29:45,0,Bug,BUG,colin,Yitong,RFE,RFE,FALSE,0
80f4d4cefb5270960d17cd347d71594e97c7a954,2018-05-16,crbug.com/833980,https://chromium-review.googlesource.com/1062662,47,18,9,2018-05-16 20:38:15,2018-05-23 19:53:21,FALSE,FALSE,51,2018-05-22 23:53:51,6,Bug,BUG,colin,Yitong,RFE,RFE,FALSE,16
cd7edbe3eeff0b4379649eea8308c325882407ff,2017-09-18,crbug.com/766397,https://chromium-review.googlesource.com/672006,67,128,4,2017-09-19 00:14:04,2017-09-21 21:16:28,TRUE,FALSE,29,2017-09-20 02:51:45,1,Feature,IMPR,colin,Yitong,IMPR,IMPR,FALSE,5
f5a06d8e9f709824d768d7a15f1384668e7a4858,2017-10-19,crbug.com/776576,https://chromium-review.googlesource.com/729061,42,34,2,2017-10-19 23:44:46,2017-10-24 22:33:20,TRUE,FALSE,19,2017-10-23 22:44:10,2,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,7
5ec5bd1fe2834ce417d335901d5eb7cc888bf1e3,2018-07-11,crbug.com/862679,https://chromium-review.googlesource.com/1133706,21,21,4,2018-07-11 18:04:55,2018-07-18 05:02:45,FALSE,FALSE,19,2018-07-11 18:49:23,0,Feature,REFAC,colin,Yitong,REFAC,REFAC,FALSE,0
0e0e354125bac76fdc8d4455ac1708ad21b61d64,2018-02-21,crbug.com/813036,https://chromium-review.googlesource.com/929321,74,2,7,2018-02-21 18:01:33,2018-03-27 21:59:02,TRUE,FALSE,34,2018-03-26 20:14:19,1,NULL,NULL,colin,Yitong,NULL,NULL,FALSE,3
acd7be816579a0c13ac6f746a2555b7c73f95a3b,2017-08-25,crbug.com/762815,https://chromium-review.googlesource.com/674164,379,0,7,2017-09-20 00:24:18,2017-10-05 20:25:30,TRUE,FALSE,41,2017-10-04 21:29:05,4,Feature,IMPR,colin,Yitong,IMPR,IMPR,FALSE,35
50dd2f03b827509c6f78cc4379d7f6c893517f6b,2018-07-19,crbug.com/865845,https://chromium-review.googlesource.com/1144642,369,0,2,2018-07-20 02:37:22,2018-07-24 04:11:16,FALSE,TRUE,21,2018-07-23 18:26:25,0,Bug,REFAC,colin,Yitong,REFAC,REFAC,FALSE,2
497044c5c35dd9c14282097fde5953dca27a67d3,2018-07-18,crbug.com/858621,https://chromium-review.googlesource.com/1141217,236,8,14,2018-07-18 00:05:43,2018-08-07 08:59:44,TRUE,FALSE,34,2018-08-06 07:03:43,0,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,28
d3f4bea600867b4ee85074869d723ba070db0ae7,2018-04-30,crbug.com/807976,https://chromium-review.googlesource.com/1065113,624,692,24,2018-05-17 22:51:05,2018-07-25 07:21:01,TRUE,FALSE,69,2018-07-24 00:26:54,20,Bug,IMPR,colin,Yitong,IMPR,IMPR,FALSE,73
f7006be5079ed91c93223273f3ddb69d655ba858,2018-03-07,crbug.com/806613,https://chromium-review.googlesource.com/952378,0,2,1,2018-01-29 00:08:23,2018-03-07 18:22:20,FALSE,FALSE,8,2018-01-29 00:28:53,0,Bug,BUG,colin,Yitong,BUG,BUG,FALSE,0
94ffe135dd1956d5abf3bdf41503d3d32c15be3b,2018-06-28,crbug.com/852860,https://chromium-review.googlesource.com/1119397,808,1,23,2018-06-28 23:23:06,2018-07-25 07:21:01,TRUE,FALSE,80,2018-07-24 19:56:58,3,Bug,RFE,colin,Yitong,RFE,RFE,FALSE,178
717c324c334cc3bac954101f7a127fe8ef56e4e6,2017-10-12,crbug.com/758792,https://chromium-review.googlesource.com/811895,30,8,5,2017-12-06 20:22:22,2017-12-15 17:45:08,TRUE,FALSE,23,2017-12-13 17:34:04,0,Feature,RFE,colin,Yitong,RFE,RFE,FALSE,8
